디지털데일리,반도체 디자인솔루션에 쏠린 이목…'반도체대전 2024' 이모저모 [소부장반차장]
시사저널,"오세훈, 이재명 '문화주도성장'에 ""뜬금없는 태세전환 기막혀…너무 늦었다"""
전자신문,"MS 팀즈, 오전 8시부터 장애로 글로벌 먹통...아직도 복구 안돼"
대전일보,"감전 시켜 개 도축한 업자 '무죄'… ""동물 고통 최소화한 것"""
주간동아,LKB 입법정책팀 “국회 입법·예산 문제 봉착한 기업에 든든한 동반자 될 것”
매일신문,"노소영 돈 21억원 빼돌린 前비서, 징역 5년…""생활비·주식 투자에 사용"""
미디어오늘,"KBS 최저연차 기자들 ""이런 '배움' 거부…박장범 후보·앵커 물러나라"""
주간조선,"[인터뷰] 구메뉴크 ""북한군, 러시아 몽골계 공수여단과 함께 이동할 것"""
블로터,"셀트리온, 1000억원 규모 자사주 취득 결정"
노컷뉴스,"배우 김수미, 향년 75세로 별세…지병에 의한 사망 추정"
머니S,"""선 자르면 터지나""… 호기심에 가스배관 자른 50대 남성, 집행유예"
시사IN,수입 시멘트 논란이 들춰낸 시멘트 업계의 ‘꽃놀이패’
이코노미스트,"""만져보세요""...'압구정 박스녀' 징역 1년 구형"
일다,"아태지역 페미니스트…폭력의 구조도, 연대도 연결돼있다"
코리아헤럴드,Jin of BTS to hold solo fan showcase next month
매경이코노미,재건축 속도 내는 목동...최고 60층 초고층 아파트촌 변신하나 [김경민의 부동산NOW]
전주MBC,"""한국시리즈 입장권 팝니다""..온라인서 256만 원 받아 가로챈 20대"
동아사이언스,"美 양자 석학, 기술유출 우려에 국내 교수 임용 무산?"
대구MBC,[약손+] 늦으면 위험하다! 뇌혈관 질환 진단과 치료 ⑮혈관이 막히는 위치에 따른 뇌경색 위험도
코리아중앙데일리,"U.S., NATO confirm deployment of North Korean troops to Russia"
여성신문,"노소영 관장 자금 등 21억원 빼돌린 전 비서, 징역 5년"
조세일보,"""가스비도 9개월 밀렸다""…명태균, 지방세 고액 체납 명단에"
신동아,2024년 수술이 필요하다면
기자협회보,"""구글이 '약속'했다""... 류희림, 국감 위증으로 고발"
주간경향,아이들 미래 위협하는 SNS[IT 칼럼]
국제신문,"""사용후핵연료 누적 저장량 1만9000t…고준위법 제정 시급"""
JIBS,"""계약 해지 요구에 위약금 폭탄"".. 신혼부부 울리는 웨딩업체"
더스쿠프,10일 정산 많은데 20일로 늘려놓고 개선? 티메프 이상한 대책
레이디경향,"‘아기 상어’ 더핑크퐁 유튜브 버튼, 루비에서 실버까지…‘총 71개’ 신기록 달성"
한국경제TV,"코스피, 약세 전환…KB금융 '불기둥'"
아시아경제,대형마트 오븐에 갇혀 숨진 19살 딸…함께 일하던 엄마가 발견
한국경제,"""차트 오류난 줄""…역대급 폭등 '테슬라'에 무슨 일이"
이데일리,"“북한이라고 부르지마” 유엔서, 남북 외교관 팽팽한 공방전"
부산일보,배우 김수미 별세…자택서 의식 없는 상태로 아들이 발견
매일경제,“자고 일어났더니 46조 불었네”…세계 1위 부자의 돈복사 방법
서울신문,[속보] 대통령실 “지지율 하락 엄중 인식…국민 목소리 귀 기울일 것”
채널A,"유인촌, ‘전원일기’ 동료 故 김수미 애도…“가족 잃은 느낌”"
조선일보,일용엄니·욕쟁이 이어 ‘손맛 예능’... 세상을 웃게하고 떠났다
중앙일보,술 취해 도로 누워있다 차에 치여 사망…항소심도 '운전자 무죄'
연합뉴스,"경찰, 문다혜 음주운전 사고 택시기사 치료 한의원 압수수색"
CJB청주방송,"공정위, 소송 패소 등 5838억 토해내…혈세 450억원 낭비도"
MBC,"""우리 애들 좀 살려주세요!"" 강화도 주민 무릎 꿇더니‥ [현장영상]"
비즈워치,"포스코, 3억 초호화 이사회…헬기 타고 골프 치고"
헤럴드경제,"“멀쩡한 걸 다 버려?” 계절 바뀌니 또 쏟아질 ‘옷 쓰레기’ [지구, 뭐래?]"
YTN,"""일상이 무너졌다"" 대남 확성기 고통에 무릎 꿇은 엄마 [앵커리포트]"
코메디닷컴,"박군-한영 부부, ""침대 따로 써""...스킨십 줄어 고민?"
국민일보,"이거 어쩌지, 미국도 한국도 심상찮다… 스타벅스 위기"
KBS,[영상] 김도영 곽도규 한국시리즈 맹활약…4월 5일 첫 동반 인터뷰 소환
JTBC,"푸틴, 지금 웃은 거? 유엔총장 ""우크라 평화"" 촉구에 ""가족도 싸워"""
아이뉴스24,故 이건희 4주기 추도식...이재용 회장 메시지 주목
경기일보,“유기견은 없다” 이웃 할머니 입원하자 반려견 대신 돌보는 89세 어르신
경향신문,검찰 ‘세 번째 음주운전’ 배우 박상민에 징역 6월 구형
서울경제,“30억 강남 아파트 7억에 특별공급”…LH 직원 사칭해 ‘200억’ 뜯은 40대 남성의 최후
SBS,'일용 엄니' 배우 김수미 별세…향년 75세
동아일보,"尹지지율 20%, 다시 최저치…부정평가 이유 ‘金여사 문제’ 가장 많아"
오마이뉴스,"[단독] ""영화계 좌파"" 발언 평론가, 영화 투자 입김 출자전략위원 위촉"
머니투데이,부부싸움 하고 전화한 며느리 서효림…'별세' 김수미가 했던 조언은?
한국일보,[속보] 현대차 이어 기아도…분기 실적 역대 최대 올렸다
더팩트,"'수요예측 흥행' 더본코리아, 우려 딛고 코스피 입성 성공할까"
강원일보,"함께 술 마시고 극단적 선택 생방송한 10대·20대 여성 2명, 자살방조 미수로 집행유예"
한겨레,"종이책, 독해력 8배 높여…“읽는 동안 뇌는 재창조된다”"
연합뉴스TV,"한국갤럽 ""윤 대통령 지지율 20%…취임 후 최저치와 동률"""
뉴스1,"""한국엔 0-1로 져놓고 왜 일본엔 0-7로 졌나""…중국 축협의 반성"
디지털타임스,"`공천개입 의혹` 명태균 ""가스비도 못내는데, 내가 무슨""…체납자 명단 올라"
조선비즈,"기아, 영업이익 2조8813억원…3분기 기준 역대 최대"
문화일보,"“‘비비고 김치만두’ 드시지 말고 반품하세요”…플라스틱 혼입 확인, ‘회수조치’"
데일리안,"박정훈 ""당무 최종책임자 당대표""…김재원 ""권한 충돌시 원내대표가 우선"""
파이낸셜뉴스,"SNL 하니·한강 패러디 논란에 방심위 ""OTT는 방송법 적용 안받아 심의 불가"""
프레시안,"이재명 ""'북괴군 폭격' 문자, 신원식 문책하고 한기호 제명해야"""
뉴시스,"경찰, 최민환 '성매매 혐의' 입건 전 조사 착수"
kbc광주방송,"""오늘은 요플레 뚜껑 버릴게요""..복권 1등 당첨자 소감 '화제'"
한겨레21,세계 온실가스 79%는 G20이 배출…‘슈퍼리치’ 배출량은 하위 50%의 100배
뉴스타파,"<주간 뉴스타파> 김건희 불기소,  검찰의 7가지 거짓말"
세계일보,“北 때문에 애들이…” 국감서 무릎 꿇은 엄마의 사연
MBN,국감서 무릎꿇은 강화도 주민…무슨 일?
SBS Biz,고려아연 하루에 30만원 '널뛰기'…경영권분쟁에 한달반동안 세 배 뛰었다
헬스조선,관중이 던진 ‘이것’ 줍다가 손가락 절단… 축구장에서 무슨 일이?
한경비즈니스,SK하이닉스 ‘반토막’ 난다더니...갑자기 말 바꿨다
강원도민일보,기아 영업익 2조8813억원…3분기 기준 역대 최대
월간 산,힘 센 갯벌이 장화 '꿀꺽' 절대 혼자 걷지 마시라 [안면도 해안둘레길]
TV조선,"검찰, '음주운전' 배우 박상민 징역 6월 구형"
농민신문,다자녀 가정에 농산물 할인 쿠폰
지디넷코리아,"[써보고서] 아이폰16 프로, 초고가 맥스보다 매력적인 이유"
디지털데일리,반도체 디자인솔루션에 쏠린 이목…'반도체대전 2024' 이모저모 [소부장반차장]
시사저널,"오세훈, 이재명 '문화주도성장'에 ""뜬금없는 태세전환 기막혀…너무 늦었다"""
전자신문,"MS 팀즈, 오전 8시부터 장애로 글로벌 먹통...아직도 복구 안돼"
대전일보,"감전 시켜 개 도축한 업자 '무죄'… ""동물 고통 최소화한 것"""
주간동아,LKB 입법정책팀 “국회 입법·예산 문제 봉착한 기업에 든든한 동반자 될 것”
매일신문,"노소영 돈 21억원 빼돌린 前비서, 징역 5년…""생활비·주식 투자에 사용"""
미디어오늘,"KBS 최저연차 기자들 ""이런 '배움' 거부…박장범 후보·앵커 물러나라"""
주간조선,"[인터뷰] 구메뉴크 ""북한군, 러시아 몽골계 공수여단과 함께 이동할 것"""
블로터,"셀트리온, 1000억원 규모 자사주 취득 결정"
노컷뉴스,"배우 김수미, 향년 75세로 별세…지병에 의한 사망 추정"
머니S,"""선 자르면 터지나""… 호기심에 가스배관 자른 50대 남성, 집행유예"
시사IN,수입 시멘트 논란이 들춰낸 시멘트 업계의 ‘꽃놀이패’
이코노미스트,"""만져보세요""...'압구정 박스녀' 징역 1년 구형"
코리아헤럴드,Jin of BTS to hold solo fan showcase next month
매경이코노미,재건축 속도 내는 목동...최고 60층 초고층 아파트촌 변신하나 [김경민의 부동산NOW]
전주MBC,"""한국시리즈 입장권 팝니다""..온라인서 256만 원 받아 가로챈 20대"
동아사이언스,"美 양자 석학, 기술유출 우려에 국내 교수 임용 무산?"
대구MBC,[약손+] 늦으면 위험하다! 뇌혈관 질환 진단과 치료 ⑮혈관이 막히는 위치에 따른 뇌경색 위험도
코리아중앙데일리,"U.S., NATO confirm deployment of North Korean troops to Russia"
여성신문,"노소영 관장 자금 등 21억원 빼돌린 전 비서, 징역 5년"
조세일보,"""가스비도 9개월 밀렸다""…명태균, 지방세 고액 체납 명단에"
기자협회보,"""구글이 '약속'했다""... 류희림, 국감 위증으로 고발"
주간경향,아이들 미래 위협하는 SNS[IT 칼럼]
국제신문,"""사용후핵연료 누적 저장량 1만9000t…고준위법 제정 시급"""
JIBS,"""계약 해지 요구에 위약금 폭탄"".. 신혼부부 울리는 웨딩업체"
더스쿠프,10일 정산 많은데 20일로 늘려놓고 개선? 티메프 이상한 대책
한국경제TV,"
","코스피, 약세 전환…KB금융 '불기둥'","
"
아시아경제,"
",대형마트 오븐에 갇혀 숨진 19살 딸…함께 일하던 엄마가 발견,"
"
한국경제,"
","""차트 오류난 줄""…역대급 폭등 '테슬라'에 무슨 일이","
"
이데일리,"
","“북한이라고 부르지마” 유엔서, 남북 외교관 팽팽한 공방전","
"
부산일보,"
",배우 김수미 별세…자택서 의식 없는 상태로 아들이 발견,"
"
매일경제,"
",“자고 일어났더니 46조 불었네”…세계 1위 부자의 돈복사 방법,"
"
서울신문,"
",[속보] 대통령실 “지지율 하락 엄중 인식…국민 목소리 귀 기울일 것”,"
"
채널A,"
","유인촌, ‘전원일기’ 동료 故 김수미 애도…“가족 잃은 느낌”","
"
조선일보,"
",일용엄니·욕쟁이 이어 ‘손맛 예능’... 세상을 웃게하고 떠났다,"
"
중앙일보,"
",술 취해 도로 누워있다 차에 치여 사망…항소심도 '운전자 무죄',"
"
연합뉴스,"
","경찰, 문다혜 음주운전 사고 택시기사 치료 한의원 압수수색","
"
CJB청주방송,"
","공정위, 소송 패소 등 5838억 토해내…혈세 450억원 낭비도","
"
MBC,"
","""우리 애들 좀 살려주세요!"" 강화도 주민 무릎 꿇더니‥ [현장영상]","
"
비즈워치,"
","포스코, 3억 초호화 이사회…헬기 타고 골프 치고","
"
헤럴드경제,"
","“멀쩡한 걸 다 버려?” 계절 바뀌니 또 쏟아질 ‘옷 쓰레기’ [지구, 뭐래?]","
"
YTN,"
","""일상이 무너졌다"" 대남 확성기 고통에 무릎 꿇은 엄마 [앵커리포트]","
"
코메디닷컴,"
","박군-한영 부부, ""침대 따로 써""...스킨십 줄어 고민?","
"
국민일보,"
","이거 어쩌지, 미국도 한국도 심상찮다… 스타벅스 위기","
"
KBS,"
",[영상] 김도영 곽도규 한국시리즈 맹활약…4월 5일 첫 동반 인터뷰 소환,"
"
JTBC,"
","푸틴, 지금 웃은 거? 유엔총장 ""우크라 평화"" 촉구에 ""가족도 싸워""","
"
아이뉴스24,"
",故 이건희 4주기 추도식...이재용 회장 메시지 주목,"
"
경기일보,"
",“유기견은 없다” 이웃 할머니 입원하자 반려견 대신 돌보는 89세 어르신,"
"
경향신문,"
",검찰 ‘세 번째 음주운전’ 배우 박상민에 징역 6월 구형,"
"
서울경제,"
",“30억 강남 아파트 7억에 특별공급”…LH 직원 사칭해 ‘200억’ 뜯은 40대 남성의 최후,"
"
SBS,"
",'일용 엄니' 배우 김수미 별세…향년 75세,"
"
동아일보,"
","尹지지율 20%, 다시 최저치…부정평가 이유 ‘金여사 문제’ 가장 많아","
"
오마이뉴스,"
","[단독] ""영화계 좌파"" 발언 평론가, 영화 투자 입김 출자전략위원 위촉","
"
머니투데이,"
",부부싸움 하고 전화한 며느리 서효림…'별세' 김수미가 했던 조언은?,"
"
한국일보,"
",[속보] 현대차 이어 기아도…분기 실적 역대 최대 올렸다,"
"
더팩트,"
","'수요예측 흥행' 더본코리아, 우려 딛고 코스피 입성 성공할까","
"
강원일보,"
","함께 술 마시고 극단적 선택 생방송한 10대·20대 여성 2명, 자살방조 미수로 집행유예","
"
한겨레,"
","종이책, 독해력 8배 높여…“읽는 동안 뇌는 재창조된다”","
"
연합뉴스TV,"
","한국갤럽 ""윤 대통령 지지율 20%…취임 후 최저치와 동률""","
"
뉴스1,"
","""한국엔 0-1로 져놓고 왜 일본엔 0-7로 졌나""…중국 축협의 반성","
"
디지털타임스,"
","`공천개입 의혹` 명태균 ""가스비도 못내는데, 내가 무슨""…체납자 명단 올라","
"
조선비즈,"
","기아, 영업이익 2조8813억원…3분기 기준 역대 최대","
"
문화일보,"
","“‘비비고 김치만두’ 드시지 말고 반품하세요”…플라스틱 혼입 확인, ‘회수조치’","
"
데일리안,"
","박정훈 ""당무 최종책임자 당대표""…김재원 ""권한 충돌시 원내대표가 우선""","
"
파이낸셜뉴스,"
","SNL 하니·한강 패러디 논란에 방심위 ""OTT는 방송법 적용 안받아 심의 불가""","
"
프레시안,"
","이재명 ""'북괴군 폭격' 문자, 신원식 문책하고 한기호 제명해야""","
"
뉴시스,"
","경찰, 최민환 '성매매 혐의' 입건 전 조사 착수","
"
kbc광주방송,"
","""오늘은 요플레 뚜껑 버릴게요""..복권 1등 당첨자 소감 '화제'","
"
한겨레21,"
",세계 온실가스 79%는 G20이 배출…‘슈퍼리치’ 배출량은 하위 50%의 100배,"
"
뉴스타파,"
","<주간 뉴스타파> 김건희 불기소,  검찰의 7가지 거짓말","
"
세계일보,"
",“北 때문에 애들이…” 국감서 무릎 꿇은 엄마의 사연,"
"
MBN,"
",국감서 무릎꿇은 강화도 주민…무슨 일?,"
"
SBS Biz,"
",고려아연 하루에 30만원 '널뛰기'…경영권분쟁에 한달반동안 세 배 뛰었다,"
"
헬스조선,"
",관중이 던진 ‘이것’ 줍다가 손가락 절단… 축구장에서 무슨 일이?,"
"
한경비즈니스,"
",SK하이닉스 ‘반토막’ 난다더니...갑자기 말 바꿨다,"
"
강원도민일보,"
",기아 영업익 2조8813억원…3분기 기준 역대 최대,"
"
월간 산,"
",힘 센 갯벌이 장화 '꿀꺽' 절대 혼자 걷지 마시라 [안면도 해안둘레길],"
"
TV조선,"
","검찰, '음주운전' 배우 박상민 징역 6월 구형","
"
농민신문,"
",다자녀 가정에 농산물 할인 쿠폰,"
"
지디넷코리아,"
","[써보고서] 아이폰16 프로, 초고가 맥스보다 매력적인 이유","
"
디지털데일리,"
",반도체 디자인솔루션에 쏠린 이목…'반도체대전 2024' 이모저모 [소부장반차장],"
"
시사저널,"
","오세훈, 이재명 '문화주도성장'에 ""뜬금없는 태세전환 기막혀…너무 늦었다""","
"
전자신문,"
","MS 팀즈, 오전 8시부터 장애로 글로벌 먹통...아직도 복구 안돼","
"
대전일보,"
","감전 시켜 개 도축한 업자 '무죄'… ""동물 고통 최소화한 것""","
"
주간동아,"
",LKB 입법정책팀 “국회 입법·예산 문제 봉착한 기업에 든든한 동반자 될 것”,"
"
매일신문,"
","노소영 돈 21억원 빼돌린 前비서, 징역 5년…""생활비·주식 투자에 사용""","
"
미디어오늘,"
","KBS 최저연차 기자들 ""이런 '배움' 거부…박장범 후보·앵커 물러나라""","
"
주간조선,"
","[인터뷰] 구메뉴크 ""북한군, 러시아 몽골계 공수여단과 함께 이동할 것""","
"
블로터,"
","셀트리온, 1000억원 규모 자사주 취득 결정","
"
노컷뉴스,"
","배우 김수미, 향년 75세로 별세…지병에 의한 사망 추정","
"
머니S,"
","""선 자르면 터지나""… 호기심에 가스배관 자른 50대 남성, 집행유예","
"
시사IN,"
",수입 시멘트 논란이 들춰낸 시멘트 업계의 ‘꽃놀이패’,"
"
이코노미스트,"
","""만져보세요""...'압구정 박스녀' 징역 1년 구형","
"
코리아헤럴드,"
",Jin of BTS to hold solo fan showcase next month,"
"
매경이코노미,"
",재건축 속도 내는 목동...최고 60층 초고층 아파트촌 변신하나 [김경민의 부동산NOW],"
"
전주MBC,"
","""한국시리즈 입장권 팝니다""..온라인서 256만 원 받아 가로챈 20대","
"
동아사이언스,"
","美 양자 석학, 기술유출 우려에 국내 교수 임용 무산?","
"
대구MBC,"
",[약손+] 늦으면 위험하다! 뇌혈관 질환 진단과 치료 ⑮혈관이 막히는 위치에 따른 뇌경색 위험도,"
"
코리아중앙데일리,"
","U.S., NATO confirm deployment of North Korean troops to Russia","
"
여성신문,"
","노소영 관장 자금 등 21억원 빼돌린 전 비서, 징역 5년","
"
조세일보,"
","""가스비도 9개월 밀렸다""…명태균, 지방세 고액 체납 명단에","
"
기자협회보,"
","""구글이 '약속'했다""... 류희림, 국감 위증으로 고발","
"
주간경향,"
",아이들 미래 위협하는 SNS[IT 칼럼],"
"
국제신문,"
","""사용후핵연료 누적 저장량 1만9000t…고준위법 제정 시급""","
"
JIBS,"
","""계약 해지 요구에 위약금 폭탄"".. 신혼부부 울리는 웨딩업체","
"
더스쿠프,"
",10일 정산 많은데 20일로 늘려놓고 개선? 티메프 이상한 대책,"
"
